comment,cluster_name,cluster_size,cluster_prop,init_x,init_y,dim_red_x,dim_red_y,x,y
C'est essentiellement le rôle de la police et de la justice.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,1.2173385153659417,1.7070269076619073,-27.95712,-1.3104104,-8.641415923833847,-7.101224422454834
c'est le rôle de la justice et de la police,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-1.0635039593104145,0.19667864377025487,-27.957058,-1.3103477,-8.641411513090134,-7.101250410079956
C'est le rôle de la police et de la justice.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,2.502486630340232,0.08257511324551363,-27.957674,-1.3098608,-8.641397416591644,-7.101297378540039
C'est le rôle des forces de l'ordre. Il n'y à pas que de la délinquance routière!!!,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.07972036447944264,1.9882588726776433,-31.07958,13.04827,-10.438222169876099,-7.477651953697205
"c'est le rôle de la police, de la justice, de la gendarmerie",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.1838672045460022,1.687350578518403,-28.013292,-0.9656668,-8.508431553840637,-7.102147817611694
rôle de la police et de la justice,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,1.6531420934192336,-0.4668578334516298,-28.154345,-0.93975943,-8.608520925045013,-7.132259130477905
C'est le role de l'état au travers de la police et la justice.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.0009585062977285394,0.9220420920092348,-27.861477,-1.7753804,-8.712406009435654,-7.08837366104126
Éducation : C'est le rôle de la famille et de l'école. Punition : c'est le rôle de la police et de la justice (de proximité),C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.3833650828369621,0.40264202261512055,-28.402851,-1.5839156,-8.70886766910553,-7.130978465080261
C'est le rôle de la police,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.900021091859776,1.0114941387140686,-26.385971,-1.8938009,-8.594255089759827,-7.022953271865845
C'est le rôle de la police.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.15466235486579422,-0.1532106238964553,-26.385782,-1.8941636,-8.594186037778854,-7.022945880889893
C'est le role de la police,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.11852977855281463,-0.2868443925115967,-26.385715,-1.8939699,-8.594182461500168,-7.022940635681152
renforcement de la conviavilité,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.9148093126427113,0.8825598126332942,-32.43472,-4.8024445,-7.937792658805847,-6.029851067811251
Réunification de la Bretagne,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.04190792976665482,-0.010126332330507658,-32.43457,-4.801272,-7.937792778015137,-6.029851067811251
C'est le rôle de la police des routes et de la police de proximité,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.03847192356450014,-2.0315345482202365,-31.289307,2.418166,-7.882532835006714,-6.967967748641968
C est le role de la justice,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.6051900592851774,-1.3652433328100728,-28.2888,-2.0579877,-8.819072738289833,-7.040073037147522
C'est le rôle de la justice,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.5524895411343205,1.2256348626400786,-28.288355,-2.058007,-8.819069802761078,-7.040071725845337
".. Ce n'est pas le rôle de chacun, c'est le rôle de la police et la justice. Moins de laxisme des juges.. Il faut élire les juges pour qu'ils soient redevables",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-1.49542135039584,-0.2963511693088128,-24.13969,-12.139866,-9.1317667812109,-7.194568634033203
C'est le rôle de la police et des tribunaux.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.6930287665411438,-1.1103489265350917,-26.159208,-1.8022668,-8.636857658624649,-7.004794239997864
C'est le role de la police de proximité.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.3556898061975645,1.1109607327439168,-31.38172,2.476392,-7.869189381599426,-6.967826664447784
La balle est dans le camp de la police et surtout de la justice,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,1.2656422033276464,0.9133089913040271,-28.277485,-0.9789221,-8.578130543231964,-7.0991785526275635
C'est d'abord le rôle de la justice et de l'Etat. Cela infusera naturellement dans les diverses couches de la société ensuite.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.6611912773867049,-0.49688121419283027,-28.155495,-2.510758,-8.768408238887787,-7.083953261375427
C'est le rôle de la police locale,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-1.4322260525194177,-0.7691233863514841,-26.14996,-1.9487588,-8.593958914279938,-6.99567037820816
Ce n'est pas le role de chacun mais le rôle des forces de l'ordre,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.2123109537819144,0.07006773655162345,-31.26508,12.769662,-10.386690378189087,-7.451184511184692
"Faire la promotion de la coopération et de la collaboration, et non de la compétition et de la réussite individuelle",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.21420519835173782,0.5339234002883998,-32.423325,-4.862349,-7.918840169906616,-6.048672262579203
"Notre rôle est de prendre conscience, le rôle de l'état est de nous faire prendre conscience et donc de trouver les moyens ha doc.",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.09037964002501844,1.755432882118843,3.324842,-7.3688254,-10.441437602043152,-4.5314013957977295
Comprendre que c'est le rôle de chacun,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.8390403730046154,-2.5974451048085876,-10.343273,-13.436015,-9.52032083272934,-6.475369244813919
C'est le rôle de la police. Plus d'effectifs et moins de caméras supplémentaires...,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.015911059550657376,0.11644428871875166,-26.45864,-2.3911345,-8.519975543022156,-7.022459030151367
Aucun c'est le rôle de la police et de la gendarmerie,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.34610137266642704,0.2903269229767006,-27.756706,3.5549278,-8.301801562309265,-7.153228759765625
Ce n'est pas le rôle de chacun mais de tous: La République est une et indivisible.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.436519754961917,-0.18105572915491,-17.863277,-11.000639,-9.42521584033966,-6.781270444393158
faire prendre conscience à chacun de son rôle dans la société,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.30753877069910923,0.25384544099354317,2.3983822,-7.655852,-10.26259958744049,-4.74922502040863
"Rôle des parents, de l'éducation, puis de la police et de la justice.",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-1.0763367451545196,1.7239458029306067,-29.30922,-1.8766161,-8.707085758447647,-7.217130064964294
"Cela relève de la conscience de chacun. Il faut séparer l'ordre légal de l'ordre moral. (Pascal, Montesquieu)",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.5091576840617175,-0.9421476334538172,-29.783327,12.552302,-10.54434084892273,-7.2118388414382935
Le rôle de la responsabilité,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-1.2126042261527432,-1.2731368224571415,-9.792874,-20.200567,-7.50481653213501,-4.701659083366394
il n'appartient pas aux citoyens de jouer le rôle de la police,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,1.7650025732416623,-1.0213445102457464,-24.568274,-2.4240854,-10.49791431427002,-6.1588024944067
"Le rôle des parents est essentiel, ainsi que le rôle de l'école, de la mairie, et de chacune des institutions républicaines.",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.007519693320817745,1.226606018357617,-24.389143,-13.983965,-9.349761098623276,-7.217928051948547
Le rôle de chacun est connu : appliquons le.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.9932814206386535,-0.3074946137743341,-17.658928,-11.476349,-9.390415638685226,-6.857795774936676
"C,est le rôle de l,état (police,justice)",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,1.08306267775262,0.28892598545345644,-27.580385,-2.8229413,-8.821762189269066,-7.120274782180786
"Ce n'est pas le rôle de chacun en dehors de tout respect élémentaire qu'il doit avoir, c'est le rôle des institutions qui ont en charge l'éducation, la justice et la sécurité.",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.019747701723476462,-1.100813275268208,-28.572283,-3.6433854,-8.918908134102821,-7.046034216880798
c'est le rôle de l'état,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-1.3836109921682205,1.1317891808208291,-21.165064,-9.241194,-9.88484537601471,-6.905415594577789
c'est le rôle de l'état,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.8940216654700774,-0.30016537339292443,-21.165451,-9.242239,-9.838195323944092,-6.919129192829132
c'est le rôle de l'état exclusivement,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.23091283351787564,1.7919852022397247,-21.165422,-9.241352,-9.898728132247925,-6.916769802570343
C'est le rôle régalien de l'état,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.16876480378670686,0.1807632031464326,-21.165352,-9.242138,-9.871401488780975,-6.890646755695343
? C'est le rôle de l'état.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-1.152094907843472,-1.0493044926946937,-21.165724,-9.241795,-9.853170335292816,-6.931517481803894
c'est le rôle de l'état !,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.4032771857804239,-0.4601548157406021,-21.165522,-9.241933,-9.89285284280777,-6.931990444660187
C'est le rôle de l'état,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,1.1895727808391428,1.1582169255307,-21.165625,-9.242305,-9.837391674518585,-6.905752778053284
C'est le rôle régalien de l'Etat.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,1.0156765326289312,-0.9829486254977443,-21.164814,-9.241745,-9.871098816394806,-6.939746856689453
c est le role de l etat,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.4187493023827926,1.814982739175894,-21.165361,-9.241971,-9.856358528137207,-6.892569184303284
"C'est l'affaire de tous, c'est d'abord le rôle de la justice",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.609872252472061,-0.6481975933824233,-20.717115,-0.40935963,-9.104820922017097,-6.774122357368469
"c'est notre rôle de chacun, une police moins agressive,",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.8156673718720324,0.08381516588331361,-26.015724,-3.7351127,-8.89959641546011,-7.243432641029358
"La clarté des repères. Que la Police Municipale ait un rôle plus ""social"" et que la Police Nationale Fasse de la Police.  Tous les jeunes ont besoin de repères clairs.",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-1.9192142403282586,1.640891379661419,-24.863487,2.7921855,-8.236831426620483,-6.845791578292847
La prise de conscience de chacun peut amener des changements.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.05620616473929673,-0.01536922957477252,-45.19091,13.082808,-9.702564775943756,-4.073575258255005
Que chacun bannisse le mythe de la réussite individuelle.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.5401854631517097,-1.1197774187276415,-6.7403584,-19.4561,-7.453688859939575,-4.842341303825378
"Chacun doit avoir le sentiment qu'il participe à la vie de la Nation, de la cité. Les pouvoirs publics sont là  pour l'assurer.",C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,0.16107817658562645,-0.05916546172001156,-5.053835,2.9824536,-8.186491310596466,-5.8272789269685745
C'est le role de la police uniquement sinon le risque de faire justice tout seul est accru et conduira a des exces.,C'est essentiellement le rôle de la police et de la justice.,1507,0.1706875070789444,-0.04422529708567763,-0.7235610585160296,-27.345186,-1.8278041,-8.702395647764206,-7.0359437465667725
